age;experience_years;daily_work_hours;sleep_hours;caffeine_intake;bugs_per_day;commits_per_day;meetings_per_day;screen_time;exercise_hours;burnout_level
38.0;16.0;11.37;4.43;4.0;10.0;12.0;5.0;15.41;1.91;High
44.0;10.0;4.04;7.25;4.0;1.0;25.0;1.0;7.71;0.1;Low
20.0;3.0;6.61;6.01;6.0;14.0;5.0;3.0;8.91;1.42;Medium
36.0;6.0;9.38;6.84;6.0;7.0;0.0;4.0;10.56;1.63;Medium
36.0;13.0;9.33;5.16;0.0;1.0;1.0;8.0;11.06;1.58;Medium
22.0;6.0;10.38;7.25;2.0;7.0;6.0;0.0;14.15;1.13;Medium
31.0;7.0;7.04;5.21;3.0;19.0;12.0;8.0;12.0;1.84;
25.0;0.0;9.41;6.3;3.0;14.0;26.0;9.0;11.72;0.27;Medium
30.0;3.0;5.9;6.39;;15.0;3.0;0.0;10.11;0.49;Low
22.0;11.0;5.87;4.89;7.0;12.0;8.0;0.0;10.34;0.61;Medium
27.0;2.0;9.77;8.38;5.0;16.0;18.0;3.0;10.96;0.02;Medium
33.0;12.0;10.85;6.63;7.0;13.0;19.0;5.0;15.51;0.74;
33.0;19.0;5.2;8.33;3.0;13.0;2.0;1.0;8.06;0.32;Medium
29.0;5.0;5.23;5.31;6.0;0.0;22.0;0.0;10.09;1.45;Low
21.0;10.0;9.65;4.86;7.0;0.0;1.0;3.0;12.8;0.83;Medium
33.0;3.0;6.7;4.09;0.0;2.0;15.0;7.0;8.64;1.41;Medium
28.0;19.0;7.92;4.47;3.0;14.0;9.0;5.0;12.82;0.59;Medium
22.0;15.0;8.01;4.74;3.0;4.0;27.0;4.0;9.98;0.26;Medium
40.0;6.0;5.79;4.39;4.0;4.0;11.0;0.0;10.32;0.26;Low
27.0;10.0;4.01;8.48;0.0;3.0;17.0;2.0;5.7;0.41;Low
35.0;0.0;12.53;8.56;6.0;13.0;1.0;6.0;16.23;0.23;High
21.0;6.0;11.15;8.69;5.0;19.0;13.0;9.0;13.8;0.44;High
25.0;;10.91;8.8;3.0;6.0;11.0;2.0;15.8;1.16;Low
40.0;6.0;9.47;6.46;5.0;14.0;19.0;4.0;11.21;0.51;High
44.0;6.0;11.01;;2.0;10.0;23.0;5.0;13.65;0.69;Medium
31.0;9.0;13.36;4.65;0.0;13.0;23.0;8.0;16.92;0.11;High
;15.0;10.66;4.69;0.0;5.0;23.0;2.0;15.57;1.78;Medium
21.0;7.0;6.65;7.86;0.0;9.0;7.0;5.0;8.87;0.28;Medium
35.0;8.0;9.71;8.28;6.0;6.0;22.0;1.0;12.3;0.7;Low
24.0;8.0;8.42;7.92;7.0;9.0;21.0;8.0;11.27;0.76;Medium
34.0;1.0;9.56;8.17;6.0;13.0;27.0;8.0;11.57;1.54;
31.0;12.0;9.18;5.38;4.0;4.0;6.0;6.0;13.45;0.97;Medium
23.0;12.0;12.59;6.33;7.0;0.0;12.0;8.0;13.96;0.77;High
34.0;3.0;10.52;6.3;0.0;18.0;14.0;3.0;14.34;1.39;Medium
30.0;11.0;5.89;8.98;4.0;7.0;13.0;9.0;9.03;1.19;Medium
35.0;16.0;4.63;8.75;6.0;18.0;4.0;0.0;6.6;0.16;Medium
42.0;1.0;8.24;6.99;2.0;16.0;7.0;0.0;11.21;0.63;Low
25.0;12.0;4.16;4.69;1.0;18.0;17.0;1.0;8.48;1.96;Low
33.0;17.0;7.18;5.29;4.0;15.0;4.0;9.0;9.96;0.97;Medium
37.0;14.0;7.68;5.82;3.0;3.0;22.0;2.0;9.17;0.85;Low
31.0;7.0;7.76;8.37;0.0;7.0;8.0;1.0;8.92;0.3;Low
30.0;14.0;13.79;4.85;7.0;3.0;9.0;3.0;17.9;1.68;High
32.0;0.0;7.04;5.1;1.0;12.0;16.0;7.0;9.36;0.27;Medium
40.0;19.0;6.65;5.75;4.0;6.0;26.0;2.0;11.37;0.21;Medium
42.0;9.0;5.29;8.63;7.0;0.0;24.0;3.0;8.76;0.88;Low
30.0;11.0;9.11;6.52;7.0;8.0;2.0;1.0;11.86;0.87;Medium
42.0;4.0;5.54;7.23;5.0;3.0;0.0;0.0;8.8;1.96;Low
35.0;8.0;10.16;5.94;;13.0;6.0;7.0;12.99;0.26;High
34.0;7.0;5.55;4.94;5.0;8.0;14.0;6.0;10.17;0.97;Medium
40.0;15.0;9.77;5.11;3.0;2.0;18.0;9.0;12.6;0.4;High
34.0;13.0;12.26;;1.0;14.0;7.0;1.0;13.68;1.4;Medium
44.0;12.0;4.43;8.47;2.0;4.0;10.0;7.0;7.82;0.78;Low
23.0;12.0;8.2;6.47;4.0;0.0;1.0;9.0;11.69;1.3;Low
30.0;4.0;8.61;5.78;5.0;10.0;;2.0;12.67;0.68;Medium
38.0;15.0;11.91;8.04;5.0;18.0;27.0;6.0;16.64;1.13;High
34.0;10.0;8.68;7.37;4.0;4.0;1.0;0.0;11.45;0.94;Low
23.0;4.0;9.68;4.2;5.0;;10.0;2.0;12.09;0.75;High
40.0;12.0;11.91;5.75;2.0;18.0;19.0;8.0;14.87;1.08;High
32.0;10.0;9.6;7.41;7.0;16.0;27.0;3.0;14.2;0.77;Medium
41.0;18.0;7.58;6.87;5.0;4.0;16.0;0.0;12.5;1.61;Low
38.0;2.0;4.86;8.89;4.0;19.0;28.0;5.0;9.74;0.99;Medium
21.0;14.0;11.3;8.33;0.0;8.0;9.0;0.0;13.22;1.81;Low
33.0;6.0;12.71;4.3;5.0;5.0;4.0;9.0;15.7;0.45;High
23.0;6.0;13.7;7.63;4.0;12.0;2.0;0.0;15.74;0.22;High
35.0;5.0;13.27;5.68;7.0;10.0;8.0;1.0;15.74;0.76;High
40.0;2.0;;7.41;7.0;0.0;19.0;;13.1;0.37;Medium
39.0;12.0;10.43;7.09;0.0;16.0;21.0;1.0;12.07;0.79;Medium
33.0;6.0;11.81;6.52;5.0;5.0;24.0;7.0;14.4;0.41;High
34.0;4.0;8.32;8.26;5.0;2.0;1.0;5.0;10.78;1.74;Low
22.0;17.0;9.95;7.54;4.0;15.0;22.0;0.0;12.07;1.14;Medium
27.0;7.0;7.49;8.45;3.0;12.0;18.0;5.0;9.41;1.0;Medium
35.0;16.0;7.27;5.41;3.0;11.0;16.0;0.0;11.27;1.58;Medium
29.0;19.0;11.57;5.74;1.0;10.0;24.0;8.0;13.75;0.26;High
23.0;0.0;8.54;7.11;3.0;1.0;24.0;2.0;12.37;1.71;Low
37.0;13.0;6.12;8.83;2.0;18.0;11.0;0.0;8.59;0.97;Low
21.0;16.0;6.02;5.86;7.0;7.0;26.0;0.0;10.23;0.27;Low
36.0;9.0;12.59;4.16;1.0;12.0;19.0;1.0;14.26;1.64;High
32.0;11.0;10.78;6.23;7.0;;8.0;5.0;12.41;0.92;High
23.0;15.0;9.46;6.72;3.0;14.0;22.0;0.0;13.18;1.21;Medium
44.0;13.0;8.01;8.0;0.0;16.0;3.0;6.0;12.67;1.79;Medium
30.0;15.0;8.31;7.64;6.0;14.0;27.0;3.0;9.88;1.78;Medium
26.0;7.0;4.57;8.82;4.0;9.0;17.0;6.0;5.86;;Low
31.0;9.0;8.55;7.91;7.0;0.0;15.0;3.0;13.29;0.83;Low
29.0;16.0;11.95;5.49;3.0;11.0;28.0;3.0;13.42;1.5;Medium
26.0;17.0;7.88;7.21;0.0;8.0;20.0;3.0;9.88;0.47;Medium
32.0;19.0;7.84;7.36;6.0;4.0;23.0;9.0;12.56;1.66;Medium
26.0;15.0;4.16;8.99;1.0;14.0;9.0;9.0;8.37;0.68;Medium
43.0;16.0;8.58;4.69;4.0;2.0;25.0;7.0;10.95;0.93;Medium
36.0;15.0;4.25;4.96;7.0;18.0;21.0;1.0;9.07;1.78;Medium
29.0;18.0;9.7;4.78;3.0;;11.0;7.0;12.97;1.61;Medium
29.0;;9.07;6.95;1.0;6.0;29.0;9.0;10.36;1.91;Medium
43.0;5.0;12.4;4.68;7.0;6.0;27.0;0.0;16.21;0.73;
23.0;5.0;9.82;7.28;;1.0;10.0;6.0;12.97;0.3;Medium
39.0;;7.23;8.02;1.0;1.0;4.0;6.0;10.52;1.82;Low
23.0;3.0;9.16;6.16;7.0;;19.0;5.0;14.14;0.99;Medium
41.0;11.0;11.0;6.8;3.0;4.0;10.0;3.0;12.61;1.78;Medium
26.0;11.0;4.94;8.56;6.0;3.0;15.0;4.0;8.57;1.46;Low
41.0;16.0;10.21;6.85;0.0;6.0;14.0;0.0;13.04;1.75;Low
20.0;14.0;13.17;5.04;;15.0;5.0;1.0;15.26;1.31;High
31.0;8.0;6.99;5.72;6.0;2.0;12.0;9.0;10.76;1.62;Medium
43.0;6.0;10.27;6.65;7.0;1.0;;6.0;13.94;0.24;Medium
32.0;9.0;12.21;4.77;0.0;16.0;26.0;1.0;16.64;1.94;High
29.0;15.0;9.12;7.06;4.0;8.0;2.0;7.0;13.64;0.36;Medium
34.0;11.0;11.18;9.0;3.0;19.0;17.0;6.0;14.43;0.05;High
32.0;6.0;7.11;7.26;2.0;7.0;0.0;9.0;9.41;1.06;Medium
42.0;17.0;7.06;5.86;6.0;11.0;24.0;7.0;10.18;1.42;Medium
41.0;14.0;10.68;5.66;2.0;6.0;16.0;3.0;13.12;1.43;Medium
41.0;5.0;11.05;8.66;4.0;13.0;26.0;0.0;13.16;0.68;Medium
40.0;11.0;13.37;8.36;7.0;15.0;19.0;6.0;16.58;1.51;High
41.0;10.0;6.25;6.36;4.0;0.0;5.0;0.0;9.88;1.69;Low
28.0;19.0;8.68;5.77;2.0;9.0;8.0;6.0;12.04;1.22;Medium
28.0;2.0;6.51;7.55;4.0;10.0;3.0;8.0;11.33;0.77;Medium
34.0;1.0;4.8;5.57;4.0;6.0;6.0;4.0;6.99;1.23;Low
29.0;5.0;8.03;4.6;7.0;17.0;22.0;1.0;10.52;1.72;High
43.0;4.0;7.74;5.55;3.0;18.0;28.0;0.0;11.41;1.8;Medium
44.0;17.0;6.7;6.17;0.0;13.0;29.0;7.0;10.1;0.06;Medium
29.0;15.0;6.97;5.28;5.0;16.0;21.0;3.0;7.98;0.24;Medium
27.0;7.0;7.6;5.08;7.0;18.0;24.0;7.0;9.85;0.01;High
43.0;19.0;13.89;4.03;1.0;12.0;10.0;1.0;15.91;0.98;High
35.0;10.0;11.83;7.15;7.0;2.0;25.0;2.0;16.19;0.87;Medium
36.0;9.0;4.71;7.07;2.0;1.0;22.0;2.0;9.17;1.09;Low
24.0;11.0;12.72;4.94;1.0;8.0;2.0;3.0;14.86;1.37;Medium
23.0;5.0;10.33;8.72;2.0;;15.0;8.0;11.74;0.73;Medium
37.0;19.0;12.91;6.05;2.0;13.0;5.0;8.0;14.73;0.42;High
43.0;4.0;7.42;4.13;0.0;4.0;6.0;4.0;9.13;0.79;Low
38.0;8.0;8.65;5.1;6.0;19.0;11.0;6.0;10.6;0.02;High
23.0;15.0;12.96;7.46;6.0;14.0;6.0;8.0;14.9;1.66;High
26.0;13.0;6.73;;2.0;19.0;28.0;0.0;9.65;0.77;Medium
29.0;7.0;13.16;4.27;2.0;0.0;21.0;1.0;15.44;1.25;High
44.0;19.0;12.28;7.09;0.0;19.0;18.0;5.0;15.52;0.65;High
;18.0;13.81;6.59;4.0;6.0;21.0;2.0;16.19;1.23;High
38.0;13.0;7.24;7.81;6.0;4.0;15.0;6.0;11.5;1.08;Medium
23.0;6.0;6.36;7.86;5.0;3.0;17.0;4.0;11.16;0.42;Low
29.0;4.0;7.31;8.8;7.0;10.0;9.0;9.0;9.93;1.25;Medium
20.0;17.0;13.55;4.29;1.0;18.0;28.0;7.0;14.75;0.22;High
42.0;1.0;7.33;4.19;2.0;5.0;0.0;0.0;9.29;0.96;Medium
37.0;10.0;9.65;8.94;0.0;19.0;7.0;8.0;11.06;1.44;Medium
24.0;7.0;8.04;7.22;2.0;17.0;2.0;9.0;10.42;1.1;Medium
34.0;0.0;7.96;7.58;6.0;4.0;29.0;5.0;11.54;1.49;Low
36.0;11.0;5.93;4.48;0.0;19.0;15.0;4.0;;0.55;Medium
22.0;1.0;9.37;4.35;1.0;14.0;23.0;7.0;11.34;0.1;High
31.0;17.0;12.49;4.8;3.0;19.0;2.0;3.0;16.56;0.11;High
21.0;6.0;4.49;6.14;6.0;5.0;1.0;8.0;6.02;0.54;Low
20.0;16.0;12.89;4.55;4.0;3.0;11.0;4.0;14.8;0.82;Medium
42.0;;10.65;6.23;7.0;16.0;7.0;0.0;14.35;1.08;Medium
40.0;6.0;10.17;6.81;7.0;14.0;18.0;7.0;11.96;1.52;High
36.0;;10.26;4.0;3.0;17.0;23.0;8.0;13.98;1.68;High
41.0;5.0;6.96;4.57;0.0;5.0;17.0;4.0;11.87;1.39;Low
35.0;19.0;8.15;5.88;2.0;19.0;19.0;4.0;12.48;0.93;High
24.0;1.0;11.99;4.27;4.0;18.0;24.0;5.0;13.63;0.53;High
34.0;16.0;7.06;4.67;6.0;11.0;14.0;8.0;10.14;0.86;High
22.0;11.0;8.7;5.16;1.0;8.0;16.0;4.0;11.39;0.55;Medium
26.0;11.0;4.2;6.15;7.0;7.0;17.0;1.0;9.17;1.25;Low
30.0;16.0;11.34;7.57;6.0;14.0;17.0;2.0;16.2;1.64;Medium
29.0;9.0;8.18;4.66;5.0;0.0;8.0;9.0;9.69;1.04;Medium
28.0;2.0;9.25;7.69;4.0;1.0;25.0;2.0;13.88;0.09;Low
33.0;19.0;5.15;8.28;7.0;2.0;4.0;8.0;6.92;1.88;Medium
32.0;17.0;;7.26;2.0;18.0;10.0;7.0;16.2;0.59;High
44.0;12.0;7.02;4.22;7.0;9.0;28.0;5.0;9.43;1.83;Medium
44.0;11.0;10.35;6.2;7.0;13.0;3.0;4.0;12.5;1.63;High
21.0;16.0;9.81;7.3;3.0;18.0;25.0;9.0;14.22;0.83;High
22.0;3.0;11.85;8.89;0.0;10.0;9.0;;14.17;0.11;Medium
26.0;9.0;6.94;8.76;3.0;5.0;3.0;8.0;11.21;1.9;Low
40.0;10.0;11.56;5.98;6.0;18.0;22.0;9.0;16.54;1.32;High
37.0;5.0;7.83;7.08;4.0;13.0;2.0;7.0;12.19;0.5;Medium
22.0;5.0;8.11;8.45;5.0;7.0;24.0;4.0;10.49;1.07;Low
29.0;8.0;10.73;8.16;2.0;1.0;15.0;5.0;14.58;1.27;Medium
41.0;14.0;11.84;6.4;0.0;17.0;20.0;8.0;14.98;0.45;High
;1.0;10.67;5.31;2.0;3.0;10.0;0.0;14.82;0.19;Low
28.0;3.0;13.0;4.69;2.0;2.0;8.0;3.0;;0.53;Medium
36.0;4.0;6.85;6.44;5.0;1.0;0.0;4.0;10.4;0.1;Low
30.0;16.0;13.01;7.61;4.0;;9.0;8.0;17.1;0.14;High
26.0;7.0;5.31;8.85;3.0;17.0;11.0;4.0;9.35;0.31;Medium
43.0;7.0;10.6;8.31;;10.0;29.0;4.0;15.45;0.32;Medium
33.0;11.0;9.48;5.02;6.0;8.0;23.0;2.0;10.71;0.5;Medium
38.0;7.0;8.95;7.6;6.0;7.0;1.0;7.0;11.33;1.87;Medium
23.0;18.0;7.11;5.45;2.0;7.0;14.0;6.0;10.02;1.15;Medium
25.0;2.0;9.04;7.42;2.0;4.0;29.0;7.0;11.28;0.85;Medium
29.0;17.0;5.62;7.33;0.0;12.0;23.0;3.0;7.86;1.13;Low
26.0;18.0;7.69;5.36;2.0;6.0;19.0;7.0;9.39;0.01;Medium
32.0;18.0;4.99;5.17;6.0;4.0;15.0;9.0;;1.79;Low
33.0;14.0;9.72;4.52;2.0;12.0;1.0;3.0;14.35;1.06;Medium
23.0;5.0;4.96;4.25;7.0;19.0;12.0;0.0;6.29;0.9;Medium
27.0;15.0;5.6;8.29;7.0;15.0;17.0;3.0;7.22;1.88;Medium
24.0;7.0;4.85;4.25;4.0;13.0;28.0;4.0;6.76;1.46;Medium
20.0;15.0;7.81;4.44;6.0;4.0;21.0;9.0;10.85;0.67;Medium
23.0;17.0;12.42;5.19;2.0;18.0;18.0;7.0;16.58;1.87;High
22.0;19.0;13.07;8.44;5.0;3.0;10.0;9.0;14.36;;High
28.0;15.0;4.72;5.66;7.0;10.0;13.0;5.0;8.27;1.91;Low
27.0;10.0;10.35;4.96;5.0;1.0;29.0;9.0;11.95;0.19;High
20.0;6.0;10.84;7.58;6.0;12.0;25.0;4.0;15.73;1.91;Medium
25.0;16.0;9.34;5.6;2.0;15.0;2.0;2.0;13.94;1.09;Medium
28.0;16.0;10.67;5.67;5.0;8.0;8.0;3.0;15.47;1.34;Medium
26.0;11.0;6.34;;4.0;15.0;;5.0;7.76;0.42;Medium
23.0;12.0;8.9;5.26;0.0;6.0;13.0;5.0;11.85;0.28;Medium
32.0;9.0;7.91;8.48;5.0;15.0;6.0;5.0;9.57;0.16;High
36.0;6.0;4.9;6.81;6.0;12.0;11.0;1.0;8.3;0.84;Medium
21.0;13.0;10.26;6.69;5.0;4.0;20.0;7.0;12.19;0.44;Medium
24.0;0.0;8.95;5.32;3.0;14.0;17.0;7.0;13.03;;High
31.0;16.0;6.75;8.18;4.0;6.0;10.0;5.0;10.33;1.91;Medium
40.0;3.0;8.74;6.86;5.0;17.0;26.0;3.0;12.03;1.47;Medium
27.0;4.0;11.75;4.78;0.0;19.0;23.0;1.0;16.05;1.04;High
25.0;19.0;12.02;5.03;3.0;1.0;8.0;5.0;15.02;1.49;Medium
27.0;6.0;10.5;6.34;6.0;7.0;10.0;5.0;12.58;1.22;Medium
37.0;9.0;8.68;7.9;6.0;9.0;17.0;9.0;12.16;0.36;Medium
22.0;16.0;9.76;8.7;2.0;9.0;1.0;2.0;14.59;1.27;Medium
41.0;6.0;7.85;7.32;4.0;10.0;19.0;1.0;11.25;1.36;Medium
31.0;0.0;5.27;6.53;7.0;7.0;12.0;3.0;8.79;0.47;Low
22.0;6.0;7.86;5.25;5.0;15.0;14.0;7.0;12.6;0.64;High
41.0;10.0;9.3;7.36;2.0;15.0;7.0;4.0;12.36;0.77;Medium
25.0;8.0;9.99;8.91;4.0;16.0;4.0;2.0;14.98;1.21;Medium
;11.0;13.36;6.38;6.0;5.0;4.0;4.0;15.0;0.25;High
42.0;2.0;11.77;4.81;3.0;17.0;6.0;8.0;14.92;1.49;High
31.0;3.0;5.52;4.52;5.0;16.0;11.0;7.0;7.37;0.69;High
21.0;3.0;5.74;5.35;6.0;11.0;19.0;9.0;8.55;1.38;Medium
25.0;12.0;5.0;6.85;7.0;14.0;11.0;6.0;6.68;1.87;Medium
36.0;18.0;11.38;8.73;0.0;6.0;8.0;3.0;13.27;1.74;Low
22.0;9.0;11.06;5.5;7.0;13.0;3.0;1.0;12.9;1.48;Medium
21.0;4.0;13.86;5.53;4.0;3.0;7.0;8.0;16.14;0.39;High
42.0;6.0;9.22;6.41;6.0;16.0;18.0;2.0;10.76;1.46;Medium
39.0;15.0;12.26;8.59;6.0;10.0;21.0;5.0;16.5;1.27;Medium
27.0;0.0;9.76;6.1;7.0;5.0;0.0;6.0;11.64;1.55;Medium
41.0;11.0;12.74;5.12;0.0;9.0;22.0;2.0;15.41;1.74;Medium
31.0;1.0;11.21;4.82;7.0;14.0;10.0;2.0;12.27;0.62;High
23.0;6.0;10.43;6.29;7.0;5.0;22.0;2.0;11.85;1.29;Medium
24.0;10.0;9.65;8.0;2.0;15.0;12.0;2.0;14.24;0.55;Medium
32.0;12.0;11.23;5.46;6.0;11.0;17.0;2.0;15.58;0.69;Medium
34.0;1.0;;6.56;2.0;18.0;20.0;6.0;12.56;1.04;High
44.0;6.0;4.97;7.02;3.0;15.0;19.0;4.0;7.62;0.87;Medium
42.0;14.0;4.4;6.25;3.0;13.0;9.0;3.0;5.97;1.2;Medium
35.0;10.0;8.79;4.96;1.0;5.0;12.0;5.0;10.22;1.52;Medium
29.0;1.0;9.99;8.61;1.0;8.0;24.0;7.0;13.41;1.21;Medium
44.0;6.0;4.79;6.83;3.0;0.0;11.0;1.0;9.1;1.94;Low
42.0;3.0;6.87;7.65;5.0;7.0;12.0;2.0;11.47;1.48;Low
35.0;10.0;7.22;7.18;7.0;6.0;1.0;1.0;9.37;1.97;Medium
31.0;1.0;9.63;8.99;2.0;13.0;2.0;6.0;11.91;1.49;Medium
36.0;15.0;6.78;6.28;0.0;7.0;28.0;1.0;8.18;1.02;Low
;6.0;4.96;6.12;6.0;10.0;16.0;4.0;9.06;0.82;Medium
31.0;12.0;5.65;5.8;7.0;8.0;25.0;9.0;7.75;1.47;Medium
27.0;4.0;5.74;5.81;6.0;18.0;;8.0;8.66;1.37;High
39.0;16.0;12.43;5.38;3.0;6.0;18.0;7.0;17.15;1.34;Medium
22.0;11.0;6.84;8.9;7.0;5.0;11.0;7.0;10.85;1.44;Low
35.0;18.0;11.15;8.35;5.0;17.0;15.0;2.0;12.36;1.74;
32.0;6.0;9.68;5.58;7.0;4.0;19.0;0.0;10.71;0.46;Medium
42.0;5.0;13.77;5.53;0.0;18.0;19.0;1.0;17.92;1.13;High
38.0;7.0;6.73;4.52;1.0;10.0;21.0;6.0;9.94;1.21;Medium
27.0;12.0;5.58;8.39;0.0;4.0;9.0;3.0;9.46;0.59;Low
41.0;4.0;4.52;5.86;3.0;8.0;22.0;9.0;6.15;1.98;Low
24.0;1.0;6.41;6.86;2.0;7.0;22.0;4.0;10.9;1.57;Low
39.0;8.0;10.84;8.5;7.0;10.0;14.0;0.0;14.93;0.64;Medium
27.0;10.0;4.85;6.04;3.0;5.0;29.0;1.0;9.41;0.72;Low
43.0;5.0;6.45;8.03;6.0;14.0;26.0;8.0;8.81;1.44;Medium
31.0;6.0;12.55;6.15;6.0;5.0;7.0;5.0;14.65;0.02;High
20.0;6.0;9.83;7.5;4.0;10.0;18.0;6.0;11.44;0.93;High
44.0;18.0;4.7;6.16;5.0;14.0;4.0;4.0;9.42;0.69;Medium
40.0;5.0;4.48;5.96;5.0;11.0;11.0;8.0;6.19;1.71;Medium
;10.0;4.61;8.95;5.0;8.0;9.0;9.0;6.09;1.58;Low
25.0;10.0;13.42;7.06;4.0;9.0;21.0;4.0;15.19;0.66;High
41.0;6.0;12.5;5.84;4.0;14.0;13.0;5.0;16.59;1.73;High
37.0;1.0;12.45;5.29;2.0;16.0;27.0;9.0;17.01;1.83;High
27.0;18.0;13.24;4.2;5.0;15.0;21.0;8.0;17.48;1.1;High
26.0;3.0;9.05;7.53;3.0;7.0;11.0;4.0;12.3;0.32;Medium
20.0;5.0;6.47;5.86;4.0;16.0;23.0;3.0;11.45;1.54;Medium
40.0;16.0;8.01;8.11;3.0;10.0;12.0;4.0;9.29;0.64;Medium
35.0;4.0;11.19;5.82;1.0;10.0;20.0;4.0;15.66;1.05;High
31.0;6.0;12.76;5.87;5.0;5.0;20.0;4.0;15.47;0.09;High
25.0;8.0;8.35;7.9;4.0;1.0;16.0;0.0;11.17;1.0;Low
39.0;0.0;9.35;6.45;4.0;0.0;0.0;4.0;10.86;0.76;Medium
21.0;0.0;13.32;8.42;2.0;19.0;21.0;4.0;14.45;1.37;
33.0;18.0;5.07;6.95;3.0;5.0;9.0;0.0;7.34;0.08;Low
23.0;5.0;12.62;5.2;2.0;4.0;25.0;3.0;14.32;1.25;Medium
20.0;17.0;5.59;6.84;2.0;8.0;4.0;7.0;8.52;1.54;Low
42.0;9.0;8.84;4.02;3.0;4.0;10.0;3.0;10.43;0.03;Medium
37.0;10.0;6.18;5.56;1.0;17.0;9.0;6.0;;1.5;Medium
32.0;0.0;10.03;5.04;3.0;18.0;5.0;5.0;14.54;0.26;High
21.0;0.0;9.59;7.27;1.0;14.0;14.0;4.0;14.28;1.4;Medium
28.0;12.0;7.8;4.68;2.0;14.0;8.0;8.0;12.66;0.91;High
40.0;4.0;12.63;5.45;1.0;8.0;7.0;7.0;16.35;1.1;High
21.0;19.0;10.6;5.66;5.0;13.0;22.0;4.0;14.68;0.67;High
44.0;0.0;11.21;4.02;1.0;4.0;22.0;;15.55;0.49;High
28.0;19.0;5.51;4.23;7.0;16.0;5.0;6.0;9.15;;Medium
20.0;2.0;12.83;5.56;1.0;14.0;5.0;8.0;15.15;1.73;High
30.0;17.0;5.67;5.11;7.0;19.0;16.0;6.0;7.3;1.22;High
22.0;8.0;6.23;4.58;4.0;16.0;11.0;2.0;8.18;1.97;Medium
39.0;13.0;5.28;4.77;4.0;8.0;6.0;9.0;9.64;1.7;Medium
42.0;16.0;8.4;8.18;6.0;12.0;4.0;4.0;12.18;1.74;Medium
23.0;13.0;12.88;7.42;2.0;12.0;15.0;8.0;15.7;1.2;High
37.0;3.0;6.52;6.42;3.0;4.0;22.0;8.0;7.64;0.16;Medium
42.0;4.0;7.74;8.54;1.0;13.0;5.0;7.0;9.8;1.83;Medium
25.0;16.0;12.46;4.15;5.0;6.0;7.0;5.0;16.38;0.24;High
22.0;1.0;10.18;5.72;4.0;4.0;;6.0;13.23;1.03;Medium
41.0;4.0;11.52;8.12;3.0;11.0;7.0;6.0;14.26;1.71;Medium
30.0;3.0;;7.14;5.0;2.0;28.0;0.0;8.39;0.94;Low
34.0;3.0;11.16;8.91;1.0;8.0;6.0;7.0;14.59;0.33;Medium
41.0;5.0;6.28;8.72;3.0;9.0;;5.0;11.15;0.75;Medium
24.0;19.0;13.87;4.85;6.0;0.0;18.0;6.0;18.47;1.98;High
39.0;12.0;9.6;8.86;7.0;13.0;25.0;;10.72;2.0;High
29.0;4.0;10.96;8.73;7.0;0.0;19.0;9.0;13.88;1.42;Medium
31.0;6.0;5.18;5.87;;9.0;13.0;1.0;7.5;1.78;Low
34.0;19.0;6.51;8.91;0.0;10.0;24.0;6.0;9.55;0.09;Low
36.0;0.0;5.4;4.18;5.0;19.0;27.0;7.0;8.82;0.55;High
29.0;13.0;7.9;7.3;5.0;1.0;5.0;4.0;9.7;0.74;Medium
25.0;3.0;6.84;5.33;;1.0;6.0;0.0;10.97;0.02;Low
37.0;16.0;11.33;4.65;7.0;10.0;29.0;5.0;14.23;0.75;High
32.0;13.0;5.09;6.89;3.0;7.0;4.0;2.0;10.06;0.19;Low
22.0;15.0;11.52;5.53;1.0;2.0;18.0;4.0;12.62;1.03;Medium
43.0;13.0;4.46;7.33;1.0;8.0;20.0;8.0;6.22;0.01;Low
29.0;15.0;6.02;6.7;0.0;15.0;27.0;6.0;9.78;0.54;Medium
33.0;19.0;11.92;5.96;6.0;15.0;6.0;7.0;15.7;1.73;High
25.0;7.0;;4.91;5.0;9.0;8.0;5.0;14.76;;High
22.0;2.0;8.76;7.01;3.0;5.0;11.0;8.0;13.65;0.13;Medium
35.0;18.0;4.5;8.15;6.0;19.0;24.0;2.0;7.16;0.5;Low
26.0;0.0;10.1;7.0;2.0;19.0;14.0;0.0;12.77;1.66;Medium
39.0;1.0;8.07;7.05;4.0;19.0;14.0;9.0;12.71;1.17;High
;14.0;7.17;6.56;6.0;10.0;27.0;3.0;10.32;1.17;Medium
28.0;9.0;10.4;5.94;1.0;7.0;23.0;7.0;12.81;0.0;Medium
34.0;17.0;8.37;6.29;;19.0;20.0;5.0;12.25;0.94;Medium
40.0;13.0;4.92;8.95;7.0;0.0;15.0;6.0;8.4;0.53;Low
22.0;16.0;13.16;7.75;1.0;5.0;22.0;8.0;15.39;0.67;Medium
21.0;12.0;11.78;6.15;1.0;7.0;19.0;1.0;;1.2;Medium
21.0;0.0;4.56;6.29;4.0;13.0;25.0;;7.14;1.75;Medium
22.0;4.0;9.25;6.5;2.0;2.0;14.0;3.0;10.54;0.36;Low
37.0;12.0;4.83;7.3;0.0;1.0;4.0;;9.6;1.54;Low
33.0;;12.37;6.33;2.0;0.0;11.0;7.0;14.1;0.1;High
39.0;2.0;10.13;7.43;4.0;10.0;3.0;1.0;11.91;0.65;Medium
37.0;14.0;5.72;5.65;3.0;5.0;2.0;6.0;9.31;0.44;Low
